amount,hour,tx_1h,is_international,is_night,Class
249.27,3,1,0,1,0
14.71,9,1,0,0,0
300.05,0,3,0,1,0
59.06,4,3,0,1,0
20.47,12,0,0,0,0
78.07,0,4,0,1,0
206.31,22,3,0,0,0
131.76,7,0,0,0,0
164.28,2,2,0,1,0
107.52,2,0,0,1,0
117.86,6,2,0,0,0
189.18,3,2,0,1,0
28.72,2,2,0,1,0
67.22,14,3,1,0,0
25.0,7,1,0,0,0
439.56,2,4,1,1,1
288.35,6,3,0,0,0
4.02,17,1,0,0,0
122.27,10,2,0,0,0
259.36,10,2,0,0,0
19.92,16,6,0,0,0
83.92,5,1,0,1,0
247.09,7,2,1,0,0
3.45,0,2,0,1,0
119.54,9,1,0,0,0
35.29,18,2,0,0,0
258.22,2,4,0,1,0
354.25,3,1,0,1,0
288.72,10,1,0,0,0
64.29,14,0,0,0,0
198.08,0,1,0,1,0
186.14,8,0,0,0,0
38.43,10,3,0,0,0
176.56,18,2,0,0,0
3.77,12,6,0,0,0
90.7,15,0,0,0,0
26.14,3,1,1,1,1
12.85,0,0,0,1,0
8.01,19,2,0,0,0
119.17,12,1,0,0,0
41.53,0,1,0,1,0
129.01,4,3,0,1,0
6.76,4,2,1,1,0
37.88,13,1,0,0,0
77.54,22,1,0,0,0
156.41,13,2,0,0,0
38.38,7,1,0,0,0
98.32,3,1,0,1,0
217.14,6,0,0,0,0
95.68,19,1,0,0,0
26.52,18,2,0,0,0
2.47,14,2,0,0,0
204.1,21,1,1,0,0
2.15,3,2,0,1,0
207.71,18,1,0,0,0
75.28,8,1,0,0,0
279.8,20,5,0,0,0
160.34,12,2,0,0,0
618.22,13,3,0,0,0
43.19,22,0,0,0,0
145.75,13,2,1,0,0
51.4,21,2,0,0,0
65.37,9,2,0,0,0
98.75,15,2,0,0,0
206.89,4,2,0,1,0
414.04,22,1,0,0,0
146.22,5,1,0,1,0
54.09,1,2,0,1,0
54.71,12,1,0,0,0
133.78,12,2,0,0,0
27.28,18,2,0,0,0
11.71,17,3,0,0,0
43.79,18,4,0,0,0
33.86,0,1,0,1,0
35.14,7,1,0,0,0
26.61,21,2,0,0,0
4.3,15,2,0,0,0
1.8,1,1,0,1,0
440.0,7,5,0,0,0
55.82,5,2,1,1,0
48.5,15,4,0,0,0
113.83,22,2,0,0,0
24.62,10,1,0,0,0
299.5,16,0,0,0,0
154.34,22,2,0,0,0
9.37,18,2,0,0,0
54.06,10,2,0,0,0
211.29,7,1,0,0,0
289.56,21,1,0,0,0
63.0,3,2,1,1,0
95.04,10,6,0,0,0
18.28,7,2,0,0,0
472.94,8,0,0,0,0
26.35,1,0,0,1,0
286.0,15,3,0,0,0
104.88,5,1,0,1,0
93.58,20,3,0,0,0
71.89,20,3,0,0,0
26.22,18,3,0,0,0
19.42,7,8,0,0,0
24.91,13,0,0,0,0
20.63,23,4,0,1,0
151.22,15,1,0,0,0
43.1,11,2,0,0,0
5.96,4,1,0,1,0
347.71,23,3,0,1,0
215.23,23,1,0,1,0
262.77,18,2,0,0,0
528.0,17,0,0,0,0
19.1,8,1,0,0,0
50.46,1,2,1,1,1
141.98,19,0,0,0,0
119.08,11,0,0,0,0
16.71,1,3,0,1,0
169.19,9,1,0,0,0
25.42,0,5,0,1,0
25.34,3,3,0,1,0
77.0,11,3,0,0,0
89.88,8,2,0,0,0
86.77,3,5,0,1,1
9.59,8,1,0,0,0
209.93,5,3,0,1,0
30.87,0,1,0,1,0
13.87,9,3,0,0,0
219.6,13,2,0,0,0
311.57,21,2,0,0,0
198.14,17,1,0,0,0
165.82,5,0,0,1,0
106.49,17,1,0,0,0
80.04,19,3,0,0,0
9.1,15,0,0,0,0
52.5,14,1,0,0,0
46.63,15,0,1,0,0
30.08,7,2,0,0,0
128.53,12,1,0,0,0
68.49,22,2,0,0,0
8.45,10,1,1,0,0
24.87,6,2,0,0,0
114.97,16,2,0,0,0
7.92,17,1,1,0,0
190.52,21,0,0,0,0
68.35,22,2,0,0,0
65.51,18,1,0,0,0
89.75,12,3,0,0,0
174.11,14,1,0,0,0
42.74,22,1,0,0,0
113.33,21,1,0,0,0
83.41,21,1,1,0,0
31.06,0,0,0,1,0
210.89,15,3,0,0,0
159.67,4,2,0,1,0
107.43,2,1,0,1,0
190.1,22,3,0,0,0
201.96,9,1,0,0,0
123.22,18,0,1,0,0
181.41,4,1,0,1,0
119.56,6,1,1,0,0
113.99,13,4,1,0,0
96.39,2,4,1,1,0
139.72,12,3,0,0,0
17.27,12,4,0,0,0
212.75,9,1,0,0,0
205.45,1,2,0,1,0
2.97,5,2,0,1,0
174.76,7,2,1,0,0
13.8,3,3,0,1,0
40.81,11,0,0,0,0
136.07,14,4,0,0,0
17.53,7,4,0,0,0
170.36,6,3,0,0,0
178.46,13,1,0,0,0
70.82,22,2,0,0,0
0.64,18,1,0,0,0
33.83,13,2,0,0,0
95.95,21,2,0,0,0
397.32,12,1,0,0,0
99.92,20,2,0,0,0
30.08,0,2,0,1,0
100.51,18,2,0,0,0
77.65,0,3,0,1,0
151.34,3,5,1,1,1
11.31,9,0,0,0,0
143.14,2,0,0,1,0
77.93,19,5,0,0,0
329.66,8,2,0,0,0
41.84,2,2,1,1,1
100.14,5,1,0,1,0
268.87,5,4,0,1,0
10.82,22,2,0,0,0
276.83,11,0,0,0,0
116.44,22,4,0,0,0
7.02,0,1,0,1,0
35.81,15,0,0,0,0
123.16,23,3,0,1,0
6.97,4,2,0,1,0
87.27,8,1,0,0,0
42.45,9,0,1,0,0
97.0,12,2,0,0,0
4.68,14,0,0,0,0
205.21,11,0,0,0,0
363.02,4,2,0,1,0
346.98,4,4,0,1,1
138.49,17,2,0,0,0
13.94,11,2,1,0,0
141.99,2,1,0,1,0
2.49,6,1,0,0,0
2.24,16,5,0,0,0
39.1,18,1,1,0,0
67.07,17,2,0,0,0
147.14,0,1,0,1,0
114.98,23,2,0,1,0
59.04,4,4,0,1,0
31.97,1,2,0,1,0
585.15,0,2,0,1,0
55.54,6,0,1,0,0
60.04,10,2,0,0,0
17.87,10,0,0,0,0
158.38,17,2,0,0,0
118.31,16,3,0,0,0
24.94,1,1,0,1,0
8.6,6,1,0,0,0
114.1,6,1,0,0,0
106.28,9,1,0,0,0
31.92,21,2,0,0,0
301.32,20,4,0,0,0
16.38,2,3,0,1,0
56.62,11,2,0,0,0
287.56,2,0,0,1,0
54.43,10,1,1,0,0
101.76,11,1,0,0,0
50.68,3,0,0,1,0
32.05,15,0,0,0,0
413.38,19,1,0,0,0
52.65,17,2,0,0,0
224.53,3,2,0,1,0
26.13,21,3,0,0,0
23.97,5,2,0,1,0
3.16,20,0,0,0,0
105.46,14,2,0,0,0
45.97,0,2,0,1,0
199.77,2,5,0,1,1
64.1,4,2,0,1,0
344.81,21,1,0,0,0
20.52,16,1,0,0,0
202.97,13,1,0,0,0
149.88,8,0,0,0,0
147.37,2,0,0,1,0
186.29,12,2,0,0,0
143.14,2,1,0,1,0
98.41,10,4,0,0,0
14.07,1,2,1,1,1
3.31,23,0,0,1,0
253.64,14,0,0,0,0
95.88,12,1,1,0,0
159.23,18,0,0,0,0
65.69,21,2,0,0,0
12.48,15,1,0,0,0
13.37,17,3,1,0,0
115.7,6,2,0,0,0
56.27,12,1,0,0,0
22.38,3,4,1,1,0
67.65,8,3,0,0,0
6.64,9,2,0,0,0
87.22,8,6,0,0,0
31.33,6,6,0,0,0
159.73,14,0,0,0,0
37.16,7,3,0,0,0
60.74,18,2,0,0,0
1.17,10,3,0,0,0
7.52,4,2,0,1,0
49.84,1,4,0,1,0
65.38,9,0,0,0,0
91.63,15,0,0,0,0
34.48,22,3,0,0,0
118.74,12,3,0,0,0
196.7,7,1,1,0,0
151.35,8,1,1,0,0
4.04,10,2,0,0,0
65.49,10,2,0,0,0
11.09,22,2,0,0,0
27.71,15,3,0,0,0
431.72,9,3,1,0,0
15.37,23,0,0,1,0
69.09,11,3,0,0,0
96.27,5,3,0,1,0
121.22,11,2,0,0,0
82.02,9,1,0,0,0
0.98,17,1,0,0,0
39.52,17,1,0,0,0
72.92,3,2,0,1,0
9.2,8,1,0,0,0
43.17,6,2,0,0,0
3.38,17,3,0,0,0
8.18,7,2,1,0,0
50.57,10,2,0,0,0
14.24,6,2,0,0,0
83.83,8,1,0,0,0
116.95,7,1,0,0,0
161.24,2,1,0,1,0
22.33,16,0,0,0,0
18.33,1,0,0,1,0
11.04,14,0,0,0,0
101.18,13,1,0,0,0
122.58,17,1,0,0,0
3.21,15,2,0,0,0
275.22,19,1,0,0,0
5.34,21,3,0,0,0
77.94,3,3,0,1,0
123.46,19,4,1,0,0
204.77,5,1,0,1,0
125.21,5,1,0,1,0
161.81,10,2,0,0,0
41.47,16,3,0,0,0
168.65,23,2,0,1,0
8.35,2,6,0,1,1
225.21,12,0,0,0,0
79.32,21,2,0,0,0
169.99,2,1,1,1,0
60.21,15,1,0,0,0
103.16,14,1,0,0,0
74.74,10,2,0,0,0
131.52,17,0,0,0,0
8.52,14,3,0,0,0
6.23,4,2,0,1,0
28.38,15,2,0,0,0
17.38,15,0,0,0,0
205.4,16,1,0,0,0
24.75,8,0,0,0,0
372.41,22,1,0,0,0
41.08,2,1,0,1,0
20.1,19,3,0,0,0
155.92,12,0,1,0,0
107.5,21,1,0,0,0
68.95,2,0,0,1,0
81.05,6,3,0,0,0
127.01,5,1,0,1,0
25.94,8,2,1,0,0
560.86,11,4,0,0,0
368.06,14,3,0,0,0
105.08,20,3,0,0,0
22.26,19,2,0,0,0
114.01,2,1,0,1,0
7.49,9,2,0,0,0
3.11,0,2,0,1,0
29.8,18,4,0,0,0
62.11,18,4,0,0,0
202.7,22,1,0,0,0
129.89,22,2,0,0,0
135.75,12,2,0,0,0
55.42,11,2,1,0,0
42.45,0,1,0,1,0
46.37,18,1,0,0,0
439.41,23,1,0,1,0
4.09,15,4,0,0,0
201.76,22,3,0,0,0
86.44,22,2,0,0,0
57.73,14,2,0,0,0
129.19,15,3,0,0,0
66.68,10,1,0,0,0
206.69,23,2,0,1,0
230.96,5,2,0,1,0
54.77,10,2,0,0,0
32.41,2,4,0,1,0
89.73,14,0,0,0,0
243.46,0,2,0,1,0
23.66,6,1,0,0,0
97.54,0,5,1,1,1
99.85,16,1,0,0,0
132.09,8,3,0,0,0
14.11,22,3,0,0,0
125.82,12,4,0,0,0
239.73,10,1,0,0,0
19.81,19,4,0,0,0
27.12,5,3,0,1,0
355.42,0,1,0,1,0
19.96,6,2,0,0,0
192.68,11,0,0,0,0
67.78,21,2,0,0,0
28.4,19,1,1,0,0
204.6,22,4,0,0,0
58.93,18,1,0,0,0
72.32,16,1,0,0,0
44.51,3,5,0,1,0
89.88,2,1,0,1,0
17.86,0,0,0,1,0
49.61,17,1,0,0,0
348.72,20,1,0,0,0
29.86,14,2,0,0,0
106.93,7,2,0,0,0
39.33,0,2,0,1,0
148.49,19,0,0,0,0
14.03,13,0,0,0,0
350.06,3,2,0,1,0
60.48,4,4,0,1,0
26.93,22,4,0,0,0
7.63,12,2,0,0,0
18.6,23,2,0,1,0
73.35,14,3,0,0,0
41.1,5,2,0,1,0
176.54,0,1,0,1,0
56.37,22,1,0,0,0
28.6,18,2,0,0,0
96.01,12,1,0,0,0
122.68,5,1,0,1,0
18.28,14,1,0,0,0
18.35,15,2,0,0,0
3.74,23,2,0,1,0
133.33,22,1,0,0,0
109.01,15,2,0,0,0
64.37,9,1,0,0,0
185.9,21,3,0,0,0
163.82,8,2,0,0,0
88.03,8,3,0,0,0
202.7,16,3,0,0,0
23.05,16,2,0,0,0
11.87,16,2,0,0,0
31.44,23,2,0,1,0
5.88,11,1,0,0,0
75.75,12,0,0,0,0
275.84,11,3,0,0,0
4.01,13,2,1,0,0
13.02,9,2,0,0,0
60.18,22,2,0,0,0
271.62,18,0,0,0,0
38.0,1,1,0,1,0
70.77,3,2,1,1,0
4.25,18,3,0,0,0
16.06,6,1,0,0,0
431.48,14,2,0,0,0
335.58,14,0,0,0,0
0.5,23,3,1,1,0
303.26,5,1,0,1,1
101.92,2,3,0,1,0
202.43,5,3,0,1,0
60.65,15,2,0,0,0
72.48,1,1,0,1,0
67.11,6,1,0,0,0
109.92,10,2,0,0,0
15.04,6,0,0,0,0
3.04,3,3,0,1,0
36.81,23,3,0,1,0
121.97,19,0,1,0,0
22.55,6,2,0,0,0
111.91,3,0,0,1,0
350.36,11,3,0,0,0
9.86,4,0,1,1,0
111.66,22,5,0,0,0
58.65,18,5,0,0,0
202.6,4,2,0,1,0
19.5,18,1,0,0,0
117.97,20,3,1,0,0
182.09,2,1,1,1,0
289.34,10,2,0,0,0
114.96,6,3,0,0,0
68.75,16,2,0,0,0
96.19,8,2,0,0,0
203.18,20,3,0,0,0
84.54,8,3,0,0,0
3.09,9,3,0,0,0
267.29,12,1,0,0,0
116.97,14,2,0,0,0
112.86,21,2,0,0,0
24.29,4,3,0,1,0
107.55,2,3,0,1,0
50.07,7,1,0,0,0
105.34,19,2,0,0,0
11.27,9,4,1,0,0
107.25,12,1,0,0,0
744.17,2,1,0,1,1
4.94,21,3,0,0,0
377.99,7,2,0,0,0
52.24,8,1,0,0,0
204.6,21,2,0,0,0
152.5,20,0,0,0,0
83.71,11,0,0,0,0
134.11,10,1,0,0,0
210.8,1,2,1,1,0
51.78,17,1,0,0,0
39.61,8,0,0,0,0
110.14,1,0,0,1,0
164.95,1,2,0,1,0
143.67,2,2,0,1,0
159.86,15,1,0,0,0
57.2,18,2,0,0,0
170.28,3,0,0,1,0
12.81,22,0,0,0,0
78.63,17,3,0,0,0
0.58,19,2,0,0,0
39.24,17,2,0,0,0
45.64,9,3,1,0,0
50.45,10,1,0,0,0
118.9,16,2,0,0,0
49.19,23,0,1,1,1
59.55,22,2,0,0,0
27.12,23,3,0,1,0
46.72,19,0,0,0,0
25.78,15,2,0,0,0
7.6,19,3,0,0,0
92.49,12,0,0,0,0
110.33,1,0,0,1,0
96.62,23,1,0,1,0
62.27,1,2,0,1,0
47.77,13,0,0,0,0
199.02,3,2,0,1,0
73.21,16,0,0,0,0
65.24,12,1,0,0,0
2.6,3,2,0,1,0
41.74,2,1,0,1,0
47.84,11,1,0,0,0
50.89,21,2,0,0,0
86.79,22,1,0,0,0
76.27,7,1,0,0,0
93.63,1,0,0,1,0
144.77,5,0,0,1,0
167.66,21,2,0,0,0
126.63,9,4,0,0,0
311.28,11,0,0,0,0
1.84,20,1,0,0,0
21.79,9,0,0,0,0
0.76,9,0,0,0,0
104.26,22,2,0,0,0
228.31,2,1,0,1,0
27.9,19,1,0,0,0
261.78,9,1,0,0,0
6.22,8,1,0,0,0
272.47,19,4,0,0,0
43.33,18,1,0,0,0
10.69,13,2,0,0,0
66.53,1,1,0,1,0
29.68,4,2,0,1,0
33.53,19,2,0,0,0
36.71,7,1,0,0,0
162.47,6,3,0,0,0
77.47,5,3,0,1,0
37.3,10,1,0,0,0
94.25,11,2,0,0,0
125.93,17,3,0,0,0
31.83,18,6,0,0,0
53.37,9,2,0,0,0
13.0,20,1,0,0,0
19.99,13,3,0,0,0
114.29,2,2,0,1,0
20.02,17,1,0,0,0
74.48,23,2,1,1,0
123.46,14,1,1,0,0
11.3,5,2,0,1,0
83.77,9,3,1,0,0
29.65,11,1,0,0,0
329.49,6,1,0,0,0
66.08,16,5,1,0,0
163.99,0,1,0,1,0
79.9,17,0,0,0,0
4.44,14,1,0,0,0
100.28,18,1,0,0,0
302.42,0,2,0,1,1
92.03,4,5,1,1,1
171.03,14,1,1,0,0
215.59,2,2,0,1,0
25.89,0,4,0,1,0
23.83,7,3,0,0,0
94.41,11,2,0,0,0
52.94,21,0,0,0,0
183.17,18,3,1,0,0
230.28,11,3,0,0,0
43.61,12,0,0,0,0
27.03,0,0,0,1,0
151.65,18,3,0,0,0
32.13,5,4,0,1,0
172.94,7,2,0,0,0
55.12,3,2,0,1,0
110.13,4,0,0,1,0
10.04,21,3,0,0,0
97.78,6,1,0,0,0
60.11,22,4,0,0,0
88.34,3,2,0,1,0
18.39,19,2,0,0,0
133.51,3,2,0,1,0
198.63,14,3,0,0,0
24.43,20,2,0,0,0
10.06,4,3,0,1,0
2.39,23,0,0,1,0
102.71,8,3,0,0,0
93.42,1,0,0,1,0
79.12,6,2,0,0,0
26.39,16,3,0,0,0
49.58,15,1,0,0,0
90.26,16,0,0,0,0
68.67,19,2,0,0,0
440.51,22,2,0,0,0
14.67,1,2,0,1,0
118.79,10,0,0,0,0
51.8,1,1,0,1,0
55.9,0,3,1,1,0
126.44,1,1,0,1,0
117.91,22,0,0,0,0
473.94,8,2,0,0,0
13.74,21,3,0,0,0
10.99,1,1,0,1,0
128.86,14,5,0,0,0
86.37,9,1,0,0,0
32.04,14,0,0,0,0
8.28,9,3,0,0,0
8.96,22,0,0,0,0
224.61,16,2,0,0,0
21.3,8,0,0,0,0
39.06,17,4,0,0,0
25.7,3,1,1,1,0
43.85,8,3,0,0,0
7.2,15,0,0,0,0
73.2,3,1,0,1,0
7.0,15,1,0,0,0
161.12,18,1,0,0,0
26.62,0,2,0,1,0
77.66,22,1,0,0,0
212.09,5,0,0,1,0
105.23,9,1,0,0,0
76.13,15,4,0,0,0
39.21,3,1,0,1,0
40.5,21,2,0,0,0
110.71,21,5,0,0,0
513.95,12,2,0,0,0
108.42,15,5,1,0,0
81.6,19,4,0,0,0
131.17,5,2,0,1,0
62.59,10,1,0,0,0
6.2,23,3,0,1,0
82.62,2,1,0,1,0
316.12,19,2,0,0,0
19.27,9,3,0,0,0
117.12,0,2,0,1,0
22.43,19,3,1,0,0
76.75,10,3,0,0,0
10.17,11,3,0,0,0
59.85,13,5,0,0,0
141.13,7,3,1,0,0
42.71,10,3,0,0,0
109.34,3,1,0,1,0
158.69,6,2,0,0,0
261.97,9,2,0,0,0
26.74,18,0,0,0,0
50.97,3,0,0,1,0
16.54,1,2,0,1,0
489.07,20,5,0,0,1
261.73,17,2,0,0,0
77.64,13,0,0,0,0
184.54,15,1,0,0,0
73.6,21,2,0,0,0
97.71,10,2,0,0,0
9.33,9,4,0,0,0
140.76,16,1,0,0,0
13.66,13,1,1,0,0
174.91,21,2,0,0,0
152.34,3,2,0,1,0
123.36,18,0,0,0,0
3.68,1,2,0,1,0
36.12,6,3,0,0,0
30.53,8,0,0,0,0
44.65,18,2,0,0,0
9.17,15,2,0,0,0
276.4,21,2,0,0,0
80.7,15,0,0,0,0
36.46,17,2,0,0,0
50.58,22,3,0,0,0
59.28,20,2,0,0,0
91.78,20,0,1,0,0
72.5,10,1,1,0,0
251.82,6,2,0,0,0
68.71,8,0,0,0,0
484.83,3,3,0,1,0
190.67,12,0,0,0,0
23.38,3,1,0,1,0
266.78,18,3,0,0,0
12.37,1,2,0,1,0
170.07,8,0,1,0,0
47.9,11,2,0,0,0
210.35,1,0,0,1,0
202.54,5,3,1,1,0
163.95,4,2,0,1,0
156.08,4,1,1,1,1
36.34,19,3,0,0,0
8.44,21,1,0,0,0
51.58,4,1,0,1,0
19.06,3,2,0,1,0
118.73,8,4,0,0,0
42.48,21,3,0,0,0
371.36,9,2,0,0,0
102.44,15,3,0,0,0
172.87,9,3,0,0,0
14.22,9,3,0,0,0
198.06,18,1,1,0,0
256.08,9,2,0,0,0
66.76,5,0,0,1,0
93.2,16,0,0,0,0
144.74,4,1,0,1,0
19.22,5,2,1,1,1
69.83,23,3,0,1,0
50.86,14,2,1,0,0
15.83,18,0,1,0,0
45.81,17,0,0,0,0
7.06,3,3,0,1,0
2.62,7,5,0,0,0
14.52,15,1,0,0,0
330.0,23,1,0,1,0
79.75,18,0,1,0,0
337.62,19,5,0,0,1
56.65,2,2,0,1,0
37.37,9,2,0,0,0
70.55,1,1,0,1,0
57.89,3,0,0,1,0
11.17,5,3,0,1,0
102.39,10,3,0,0,0
24.34,13,2,0,0,0
96.65,15,2,0,0,0
105.04,20,4,1,0,0
16.49,18,2,0,0,0
6.33,1,2,0,1,0
151.76,16,1,0,0,0
61.58,8,1,1,0,0
5.99,16,0,0,0,0
527.19,14,0,0,0,0
5.95,6,1,0,0,0
118.76,21,3,1,0,0
411.53,22,3,0,0,0
27.34,18,4,0,0,0
15.34,2,3,0,1,0
12.94,0,1,0,1,0
36.14,3,2,0,1,0
10.65,17,3,0,0,0
117.82,7,1,0,0,0
6.43,18,0,0,0,0
71.22,22,3,0,0,0
571.29,22,1,0,0,0
168.18,5,1,0,1,0
95.51,0,1,0,1,0
36.56,7,0,0,0,0
97.79,0,1,0,1,0
74.87,18,2,0,0,0
55.53,10,4,0,0,0
14.01,20,1,0,0,0
217.69,23,2,0,1,0
59.74,14,1,0,0,0
21.64,22,1,0,0,0
45.85,10,1,0,0,0
53.47,18,0,0,0,0
175.76,20,3,0,0,0
132.28,9,5,0,0,0
146.67,23,3,0,1,0
1.11,11,0,0,0,0
53.81,0,0,0,1,0
65.65,23,1,0,1,0
1.94,6,1,0,0,0
30.09,16,1,0,0,0
142.83,9,1,0,0,0
14.75,5,3,0,1,0
76.64,16,1,0,0,0
24.23,17,1,0,0,0
1.22,4,2,0,1,0
27.6,17,2,0,0,0
372.45,16,2,0,0,0
161.72,21,2,0,0,0
320.83,15,1,0,0,0
66.91,7,1,0,0,0
11.62,23,3,0,1,0
79.4,12,4,0,0,0
60.58,23,3,0,1,0
186.02,15,1,0,0,0
10.32,10,3,1,0,0
66.99,5,3,0,1,0
16.26,2,2,0,1,0
39.26,0,0,0,1,0
133.7,17,4,1,0,0
64.63,4,3,0,1,0
47.14,12,4,0,0,0
50.17,9,4,0,0,0
61.52,4,4,0,1,0
153.72,13,3,0,0,0
222.64,16,2,0,0,0
310.86,0,0,0,1,0
154.6,1,1,0,1,0
37.89,6,1,0,0,0
116.52,9,0,0,0,0
57.55,19,2,0,0,0
29.39,6,1,0,0,0
183.8,23,1,0,1,0
3.92,15,2,0,0,0
232.04,4,2,0,1,0
61.89,11,3,0,0,0
101.39,16,2,0,0,0
107.69,15,3,0,0,0
225.49,19,1,0,0,0
101.24,15,2,1,0,0
95.17,18,3,1,0,0
6.9,14,3,0,0,0
73.07,11,1,0,0,0
16.27,20,1,0,0,0
133.73,9,3,0,0,0
71.79,21,0,0,0,0
114.01,1,0,0,1,0
4.26,6,2,0,0,0
8.86,12,3,0,0,0
125.99,2,2,0,1,0
7.48,14,0,0,0,0
7.39,0,2,0,1,0
1.22,2,4,0,1,0
313.5,9,2,1,0,0
133.75,14,3,0,0,0
43.58,21,1,0,0,0
35.17,5,0,1,1,0
43.03,19,2,0,0,0
149.01,14,0,0,0,0
108.28,23,2,0,1,0
20.48,20,2,0,0,0
19.13,6,1,0,0,0
10.36,20,1,0,0,0
107.97,4,4,0,1,0
144.55,3,1,1,1,0
30.79,21,2,0,0,0
2.12,17,0,1,0,0
8.57,2,1,0,1,0
343.77,16,1,1,0,1
35.02,17,3,0,0,0
146.63,17,1,0,0,0
97.99,23,5,0,1,0
48.12,23,2,0,1,0
23.03,1,2,0,1,0
12.94,12,0,0,0,0
95.45,21,4,0,0,0
149.0,14,0,0,0,0
103.26,4,1,0,1,0
75.57,2,4,0,1,0
4.29,4,1,0,1,0
345.74,4,0,0,1,1
160.3,4,1,0,1,0
34.65,2,1,0,1,0
391.05,2,1,0,1,1
92.1,19,1,0,0,0
87.33,22,1,0,0,0
137.86,17,3,0,0,0
167.01,19,3,0,0,0
106.85,3,1,0,1,0
13.71,0,2,0,1,0
41.29,15,3,0,0,0
263.23,7,3,0,0,0
25.44,16,1,0,0,0
46.55,7,1,0,0,0
56.58,6,4,0,0,0
57.88,7,5,0,0,0
94.92,20,2,0,0,0
286.6,23,4,0,1,0
27.53,11,3,0,0,0
12.95,15,4,0,0,0
22.0,11,2,0,0,0
217.97,18,2,0,0,0
103.79,9,1,0,0,0
33.67,6,2,0,0,0
169.25,11,1,0,0,0
197.59,19,1,0,0,0
187.41,4,0,0,1,0
251.24,15,2,0,0,0
29.07,8,5,1,0,0
140.67,6,2,0,0,0
61.72,19,1,0,0,0
184.52,21,0,0,0,0
130.38,13,2,0,0,0
149.81,10,1,1,0,0
106.76,6,1,0,0,0
19.53,9,1,0,0,0
78.75,8,3,1,0,0
417.79,3,5,0,1,1
277.08,15,4,0,0,0
4.41,9,3,1,0,0
18.01,18,3,0,0,0
14.13,23,1,0,1,0
129.46,16,1,0,0,0
170.26,8,3,0,0,0
24.02,12,0,0,0,0
70.49,0,2,0,1,0
183.7,1,2,0,1,0
131.98,12,2,0,0,0
78.14,23,0,0,1,0
89.24,8,1,0,0,0
71.0,6,2,0,0,0
35.32,15,1,0,0,0
83.25,18,2,0,0,0
116.76,6,0,0,0,0
206.61,5,0,0,1,0
101.14,17,4,1,0,0
143.18,18,3,0,0,0
17.44,10,0,0,0,0
61.91,11,0,0,0,0
0.94,9,3,0,0,0
28.33,12,2,0,0,0
129.63,11,4,0,0,0
480.48,20,4,0,0,0
10.44,9,1,0,0,0
51.33,19,0,0,0,0
160.98,17,3,0,0,0
22.82,3,2,0,1,0
80.99,23,2,0,1,0
132.08,4,1,0,1,0
95.71,4,3,0,1,0
20.83,11,1,0,0,0
43.91,2,1,0,1,0
153.15,7,1,0,0,0
80.79,21,1,0,0,0
0.52,1,1,0,1,0
143.13,17,3,0,0,0
3.59,8,1,0,0,0
136.94,12,2,0,0,0
22.62,6,2,0,0,0
317.18,9,1,0,0,0
45.88,8,2,0,0,0
39.59,21,1,0,0,0
16.12,14,0,0,0,0
36.47,4,0,0,1,0
209.27,11,4,0,0,0
560.87,0,1,0,1,1
45.94,11,1,0,0,0
59.53,21,5,0,0,0
128.04,5,2,0,1,0
217.33,18,2,0,0,0
89.91,18,3,0,0,0
49.68,15,2,1,0,0
53.21,18,0,0,0,0
118.95,2,0,0,1,0
0.32,22,1,0,0,0
96.65,9,2,0,0,0
43.93,17,0,0,0,0
158.08,12,0,0,0,0
9.76,17,1,0,0,0
88.72,2,2,0,1,0
65.58,22,2,0,0,0
102.81,2,1,0,1,0
6.71,22,0,1,0,0
86.75,11,3,0,0,0
82.44,19,3,0,0,0
82.25,6,3,0,0,0
92.5,23,1,0,1,0
112.85,7,2,0,0,0
163.47,8,1,0,0,0
31.45,13,2,0,0,0
174.33,4,2,0,1,0
68.97,20,1,0,0,0
8.02,18,0,0,0,0
6.03,20,0,0,0,0
40.68,15,3,0,0,0
153.66,23,2,0,1,0
122.99,11,0,0,0,0
155.41,20,1,0,0,0
72.83,3,0,0,1,0
58.02,7,1,0,0,0
15.95,6,2,1,0,0
39.78,14,1,0,0,0
56.92,5,2,0,1,0
9.28,4,2,0,1,0
24.92,13,3,0,0,0
91.19,20,2,0,0,0
133.05,12,1,0,0,0
640.55,9,1,1,0,0
270.48,17,2,0,0,0
102.88,3,1,0,1,0
54.69,7,1,0,0,0
101.11,23,0,0,1,0
154.02,10,1,0,0,0
12.59,16,0,1,0,0
52.75,17,1,1,0,0
183.13,20,0,1,0,0
48.42,10,2,0,0,0
84.83,15,0,0,0,0
88.62,11,3,0,0,0
20.39,12,3,0,0,0
44.98,15,1,0,0,0
40.72,22,0,0,0,0
2.65,20,2,0,0,0
2.45,0,2,1,1,0
178.2,15,1,0,0,0
31.89,14,1,0,0,0
73.0,5,1,0,1,0
35.49,11,0,0,0,0
282.48,7,5,0,0,1
30.02,6,1,0,0,0
56.15,1,0,1,1,0
206.14,11,1,0,0,0
184.47,20,3,0,0,0
20.59,13,0,0,0,0
162.27,15,1,1,0,0
61.28,10,2,0,0,0
65.97,19,2,0,0,0
14.33,8,1,0,0,0
8.4,9,2,0,0,0
130.17,16,1,0,0,0
68.61,11,2,0,0,0
57.42,5,4,1,1,0
130.75,18,1,0,0,0
145.04,10,2,0,0,0
17.31,8,3,1,0,0
94.22,20,0,0,0,0
14.54,5,1,0,1,0
